Player Name	Player Level	Outcome	Ship Name	Ship Level	Ship Strength	Ship XP	Officer One	Officer Two	Officer Three	Hull Health	Hull Health Remaining	Shield Health	Shield Health Remaining	Location	Timestamp
TojlathHD	66	DEFEAT	U.S.S. ENTERPRISE-D	60	2829197568	0	SNW Christopher Pike	Kathryn Janeway	SNW M'Benga	2306617541	0	2158204705	0	Intello	3/22/2026 10:57:32 AM
Jimbob1325	64	VICTORY	U.S.S. ENTERPRISE-D	50	2670171904	0	Christopher Pike	Marlena Moreau	Grace Chen	2190937807	418315407	2054736072	0	Intello	3/22/2026 10:57:32 AM

Reward Name	Count

Fleet Type	Attack	Defense	Health	Ship Ability	Captain Maneuver	Officer One Ability	Officer Two Ability	Officer Three Ability	Officer Attack Bonus	Damage Per Round	Armour Pierce	Shield Pierce	Accuracy	Critical Chance	Critical Damage	Officer Defense Bonus	Armour	Shield Deflection	Dodge	Officer Health Bonus	Shield Health	Hull Health	Impulse Speed	Warp Range	Warp Speed	Cargo Capacity	Protected Cargo	Mining Bonus	Debuff applied	Buff applied
Player Fleet 1	411338272	185448208	2232411136	Galaxy Class	Prepared For Anything	Quick Thinker	Bend the Rules	Fight for Peace	6.5	344773440	3667329	3667329	42934123	0.22	3.15	6.5	2569220	31976361	2544062	6.5	2158204705	2306617541	188	1184	480	4128750	0	1	NO	NO
Enemy Fleet 1	384607968	162726976	2122836992	Galaxy Class	Teaching Moments	Advanced Training	No Fear	Energy Absorber	6.5	323557664	3353646	3353646	39358741	0.22	4.15	6.5	2217604	28134032	2193758	6.5	2054736072	2190937807	167	1045	319.09	3371690	0	1	NO	NO

Round	Battle Event	Type	Attacker Name	Attacker Alliance	Attacker Ship	Attacker - Is Armada?	Target Name	Target Alliance	Target Ship	Target - Is Armada?	Hyperthermic Decay %	Hyperthermic Stablizer %	Critical Hit?	Hull Damage	Shield Damage	Mitigated Damage	Mitigated Isolytic Damage	Mitigated Apex Barrier	Total Damage	Total Isolytic Damage	Ability Type	Ability Value	Ability Name	Ability Owner Name	Target Defeated	Target Destroyed	Charging Weapons %
8	105	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2312743	9250972	23378076	64677968	13358084	38890824	74087019	--	--	--	--	--	--	--
8	106	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2166834	8667335	21903170	60597484	12515333	36437231	69412925	--	--	--	--	--	--	--
8	107	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2063185	8252740	20855450	57698852	11916672	34694285	66092614	--	--	--	--	--	--	--
8	108	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2383523	9534093	24093548	66657400	13766901	40081055	76354410	--	--	--	--	--	--	--
8	109	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2348327	9393307	23737770	65673104	13563612	39489197	75226923	--	--	--	--	--	--	--
8	110	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1855897	7423587	26662936	93434288	21925904	44764086	106538526	--	--	--	--	--	--	--
8	111	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1807993	7231972	25974720	91022584	21359960	43608649	103788580	--	--	--	--	--	--	--
8	112	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	2063766	8255065	29649314	103899376	24381712	49777880	118471353	--	--	--	--	--	--	--
8	113	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1819558	7278231	26140868	91604816	21496590	43887593	104452470	--	--	--	--	--	--	--
8	114	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1769803	7079210	25426054	89099912	20908772	42687500	101596251	--	--	--	--	--	--	--
8	115	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1967785	7871141	28270394	99067264	23247776	47462828	112961532	--	--	--	--	--	--	--
8	116	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	10084645	40338576	101939376	282026272	58247516	169582233	323054152	--	--	--	--	--	--	--
8	117	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	10074775	40299100	101839608	281750272	58190508	169416267	322737996	--	--	--	--	--	--	--
8	118	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	8147511	32590044	117052072	410182784	96256192	196517335	467711268	--	--	--	--	--	--	--
8	119	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	9250863	37003456	132903496	465730528	109291392	223130103	531049632	--	--	--	--	--	--	--
9	121	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	1934772	7739088	19646920	54227536	11174976	32606985	62116307	--	--	--	--	--	--	--
9	122	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2179859	8719438	22135696	61096812	12590567	36737478	69984894	--	--	--	--	--	--	--
9	123	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	1956069	7824275	19863182	54824436	11297983	32965903	62800042	--	--	--	--	--	--	--
9	124	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2046415	8185660	20780616	57356652	11819810	34488521	65700632	--	--	--	--	--	--	--
9	125	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2057108	8228433	20889200	57656360	11881573	34668734	66043940	--	--	--	--	--	--	--
9	126	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	1907907	7631626	19374112	53474560	11019805	32154219	61253791	--	--	--	--	--	--	--
9	127	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1890316	7561266	27157428	95167120	22332544	45594284	108514390	--	--	--	--	--	--	--
9	128	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1928803	7715211	27710346	97104704	22787230	46522572	110723722	--	--	--	--	--	--	--
9	129	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	2004526	8018103	28798228	100916944	23681834	48349004	115070631	--	--	--	--	--	--	--
9	130	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1856290	7425159	26668582	93454072	21930548	44773565	106561086	--	--	--	--	--	--	--
9	131	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	2084300	8337202	29944320	104933160	24624306	50273162	119650126	--	--	--	--	--	--	--
9	132	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1827369	7309477	26253092	91998080	21588874	44076003	104900889	--	--	--	--	--	--	--
10	134	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2031674	8126695	20536924	56817612	11734668	34164398	65083175	--	--	--	--	--	--	--
10	135	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2326281	9305126	23514926	65056584	13436280	39118483	74520714	--	--	--	--	--	--	--
10	136	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2325604	9302415	23508078	65037636	13432367	39107090	74499010	--	--	--	--	--	--	--
10	137	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2245745	8982980	22700834	62804304	12971113	37764192	71940784	--	--	--	--	--	--	--
10	138	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2220318	8881273	22443812	62093228	12824252	37336620	71126263	--	--	--	--	--	--	--
10	139	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2219229	8876915	22432800	62062760	12817960	37318301	71091363	--	--	--	--	--	--	--
10	140	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	2081401	8325603	29902664	104787184	24590050	50203226	119483676	--	--	--	--	--	--	--
10	141	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	2029868	8119472	29162310	102192784	23981232	48960257	116525409	--	--	--	--	--	--	--
10	142	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1874668	7498674	26932620	94379336	22147676	45216856	107616118	--	--	--	--	--	--	--
10	143	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1829727	7318910	26286972	92116800	21616736	44132885	105036260	--	--	--	--	--	--	--
10	144	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1858956	7435823	26706884	93588288	21962044	44837869	106714126	--	--	--	--	--	--	--
10	145	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	2014184	8056735	28936984	101403176	23795938	48581959	115625058	--	--	--	--	--	--	--
11	147	battle_action_type_{0}	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	U.S.S. ENTERPRISE-D	NO	--	--	--	--	--	--	--	--	--	--	--	--	1168880	--	--	--	--
11	148	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	1901894	7607574	19313052	53306024	10985075	32052881	61060738	--	--	--	--	--	--	--
11	149	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2099557	8398226	21320248	58846096	12126749	35384122	67406754	--	--	--	--	--	--	--
11	150	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2169599	8678398	22031508	60809248	12531307	36564564	69655496	--	--	--	--	--	--	--
11	151	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2205624	8822495	22397324	61818936	12739379	37171689	70812069	--	--	--	--	--	--	--
11	152	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	1921675	7686698	19513922	53860444	11099327	32386254	61695812	--	--	--	--	--	--	--
11	153	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	1906616	7626462	19361002	53438372	11012349	32132462	61212339	--	--	--	--	--	--	--
11	154	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1987222	7948890	28549638	100045808	23477408	47931648	114077318	--	--	--	--	--	--	--
11	155	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	2065602	8262408	29675686	103991792	24403400	49822158	118576730	--	--	--	--	--	--	--
11	156	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1921373	7685493	27603608	96730664	22699454	46343370	110297222	--	--	--	--	--	--	--
11	157	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1766051	7064205	25372160	88911048	20864452	42597017	101380899	--	--	--	--	--	--	--
11	158	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	2023787	8095147	29074944	101886632	23909388	48813579	116176319	--	--	--	--	--	--	--
11	159	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1772335	7089340	25462436	89227400	20938690	42748581	101741620	--	--	--	--	--	--	--
11	160	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	9966194	39864776	100742032	278713696	57563360	167590382	319259676	--	--	--	--	--	--	--
11	161	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	9529597	38118388	96328744	266503872	55041636	160248617	305273620	--	--	--	--	--	--	--
11	162	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	9201751	36807004	132197920	463257984	108711168	221945515	528230312	--	--	--	--	--	--	--
11	163	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	8592489	34369956	123444888	432584960	101513240	207250161	493255372	--	--	--	--	--	--	--
12	165	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2260533	9042130	22850312	63217856	13056524	38012858	72414497	--	--	--	--	--	--	--
12	166	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2138016	8552063	21611868	59791564	12348885	35952632	68489764	--	--	--	--	--	--	--
12	167	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2112834	8451336	21357320	59087328	12203437	35529176	67683079	--	--	--	--	--	--	--
12	168	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2300731	9202922	23256650	64342028	13288703	38688825	73702209	--	--	--	--	--	--	--
12	169	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2400270	9601080	24262830	67125736	13863628	40362666	76890878	--	--	--	--	--	--	--
12	170	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2117608	8470430	21405572	59220828	12231009	35609447	67836000	--	--	--	--	--	--	--
12	171	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1860408	7441630	26727740	93661376	21979196	44872885	106797465	--	--	--	--	--	--	--
12	172	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	2054977	8219906	29523036	103456864	24277870	49565875	117966778	--	--	--	--	--	--	--
12	173	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	2053472	8213887	29501418	103381112	24260092	49529580	117880401	--	--	--	--	--	--	--
12	174	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	2005856	8023426	28817346	100983936	23697554	48381099	115147019	--	--	--	--	--	--	--
12	175	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1956180	7824720	28103666	98483000	23110670	47182911	112295325	--	--	--	--	--	--	--
12	176	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1919206	7676825	27572476	96621568	22673854	46291103	110172826	--	--	--	--	--	--	--
13	178	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2231106	8924423	22656084	62533140	12886559	37601140	71630172	--	--	--	--	--	--	--
13	179	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	1896163	7584650	19254856	53145400	10951974	31956296	60876747	--	--	--	--	--	--	--
13	180	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	1923214	7692854	19529550	53903580	11108216	32412191	61745223	--	--	--	--	--	--	--
13	181	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2158706	8634824	21920892	60503932	12468388	36380978	69305764	--	--	--	--	--	--	--
13	182	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2028330	8113318	20596964	56849756	11715352	34183724	65119996	--	--	--	--	--	--	--
13	183	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2090317	8361270	21226428	58587140	12073384	35228413	67110126	--	--	--	--	--	--	--
13	184	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1878713	7514850	26990720	94582936	22195454	45314400	107848273	--	--	--	--	--	--	--
13	185	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1850584	7402335	26586606	93166808	21863136	44635937	106233532	--	--	--	--	--	--	--
13	186	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1867706	7470825	26832596	94028824	22065422	45048926	107216447	--	--	--	--	--	--	--
13	187	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1863771	7455086	26776068	93830728	22018936	44954021	106990568	--	--	--	--	--	--	--
13	188	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1825286	7301144	26223164	91893200	21564264	44025758	104781300	--	--	--	--	--	--	--
13	189	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	2049313	8197250	29441664	103171712	24210954	49429260	117641633	--	--	--	--	--	--	--
14	191	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2066817	8267269	20892166	57800432	11937652	34755365	66208971	--	--	--	--	--	--	--
14	192	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2117185	8468742	21401306	59209020	12228570	35602349	67822474	--	--	--	--	--	--	--
14	193	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2088280	8353120	21109118	58400652	12061617	35116278	66896509	--	--	--	--	--	--	--
14	194	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2365830	9463318	23914696	66162584	13664706	39783523	75787611	--	--	--	--	--	--	--
14	195	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2384394	9537577	24102354	66681764	13771933	40095704	76382318	--	--	--	--	--	--	--
14	196	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2231562	8926246	22557462	62407652	12889192	37525685	71486429	--	--	--	--	--	--	--
14	197	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1877075	7508299	26967192	94500480	22176106	45274898	107754254	--	--	--	--	--	--	--
14	198	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1907650	7630600	27406454	96039776	22537326	46012369	109509437	--	--	--	--	--	--	--
14	199	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1790500	7162000	25723406	90141912	21153294	43186720	102784392	--	--	--	--	--	--	--
14	200	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1918516	7674063	27562560	96586816	22665698	46274454	110133199	--	--	--	--	--	--	--
14	201	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1794772	7179087	25784778	90356976	21203764	43289758	103029619	--	--	--	--	--	--	--
14	202	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1766786	7067145	25382718	88948048	20873134	42614743	101423088	--	--	--	--	--	--	--
14	203	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	9115022	36460088	92138064	254909904	52647108	153277170	291993016	--	--	--	--	--	--	--
14	204	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	10177876	40711504	102881792	284633568	58786008	171150004	326040744	--	--	--	--	--	--	--
14	205	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	8459312	33837248	121531584	425880224	99939856	204037936	485610288	--	--	--	--	--	--	--
14	206	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	9114829	36459316	130949144	458881952	107684256	219848961	523240536	--	--	--	--	--	--	--
15	208	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2146646	8586583	21798424	60165908	12398730	36177725	68918566	--	--	--	--	--	--	--
15	209	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2120988	8483950	21537872	59446760	12250531	35745301	68094800	--	--	--	--	--	--	--
15	210	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2097688	8390752	21301274	58793724	12115956	35352631	67346763	--	--	--	--	--	--	--
15	211	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	1971513	7886054	20020016	55257320	11387189	33226193	63295899	--	--	--	--	--	--	--
15	212	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	1946330	7785322	19764294	54551496	11241736	32801783	62487395	--	--	--	--	--	--	--
15	213	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	1910962	7643847	19405136	53560188	11037452	32205709	61351876	--	--	--	--	--	--	--
15	214	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1839643	7358572	26429424	92616000	21733880	44372046	105605473	--	--	--	--	--	--	--
15	215	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1791265	7165061	25734400	90180440	21162336	43205178	102828324	--	--	--	--	--	--	--
15	216	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1786663	7146652	25668280	89948744	21107964	43094171	102564132	--	--	--	--	--	--	--
15	217	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1799231	7196926	25848846	90581496	21256450	43397321	103285628	--	--	--	--	--	--	--
